degree,train_rmse,test_rmse,train_r2,test_r2
1,19.070960568107736,21.09890395262143,0.9717533754334675,0.9634636798101367
2,18.065821563068155,23.787460404760864,0.9746523994783687,0.9535590418707129
5,2.7134603171689946,79.87993518737751,0.9994281681112025,0.4763025948923564
10,2.319580217577569,260.85070792660497,0.9995821309423193,-4.584561188583673
